,Unnamed: 0,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,staffExperience,writersExperience,directorsExperience,budget,revenue,viewCount,likeCount,dislikeCount,commentCount
1738,1823254,tt1149582,movie,Brave,Brave,0,2007.0,92.0,Action,31,4,7,185000000,538983207,0,0,0,0
1739,1833503,tt1151359,movie,Leaves of Grass,Leaves of Grass,0,2009.0,105.0,"Comedy,Crime,Drama",38,4,4,9000000,985117,0,0,0,0
1740,1839558,tt1152398,movie,Beastly,Beastly,0,2011.0,86.0,"Drama,Fantasy,Romance",37,5,4,17000000,43165571,0,0,0,0
1741,1842066,tt1152830,movie,The Joneses,The Joneses,0,2011.0,117.0,"Comedy,Drama",30,7,4,10000000,7022728,0,0,0,0
1742,1842101,tt1152836,movie,Public Enemies,Public Enemies,0,2009.0,140.0,"Biography,Crime,Drama",39,16,4,80000000,214104620,0,0,0,0
1743,1854910,tt1155056,movie,"I Love You, Man","I Love You, Man",0,2009.0,105.0,"Comedy,Romance",40,8,4,41000000,91636986,0,0,0,0
1744,1855023,tt1155076,movie,The Karate Kid,The Karate Kid,0,2010.0,140.0,"Action,Drama,Family",40,8,4,48000000,448667953,0,0,0,0
1745,1862643,tt1156398,movie,Zombieland,Zombieland,0,2009.0,88.0,"Adventure,Comedy,Fantasy",37,8,1,23600000,102391382,0,0,0,0
1746,1868803,tt11574866,movie,A Cry in the Dark,A Cry in the Dark,0,2020.0,120.0,Drama,37,0,1,15000000,6908797,0,0,0,0
1747,1869464,tt11576058,movie,Labyrinth,Labyrinth,0,2019.0,82.0,"Crime,Drama,Mystery",37,4,1,25000000,12729917,0,0,0,0
1748,1885188,tt1160368,movie,12 Rounds,12 Rounds,0,2009.0,108.0,"Action,Crime,Thriller",39,4,4,20000000,17280326,0,0,0,0
1749,1893679,tt1161864,movie,The Rite,The Rite,0,2011.0,114.0,"Drama,Horror,Mystery",39,7,4,37000000,96047633,0,0,0,0
1750,1917902,tt1166100,movie,Ghajini,Ghajini,0,2008.0,186.0,"Action,Drama,Mystery",40,16,4,9100000,76000000,0,0,0,0
1751,1929309,tt11680986,movie,Pulse,Pulse,0,2020.0,100.0,"Drama,Sport",33,5,1,38000000,29907685,0,0,0,0
1752,1942162,tt1170358,movie,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,0,2013.0,161.0,"Adventure,Fantasy",40,20,4,250000000,958400000,0,0,0,0
1753,1942349,tt1170391,movie,Beautiful,Beautiful,0,2009.0,97.0,"Drama,Thriller",40,4,4,1500000,56000,0,0,0,0
1754,1942401,tt1170400,movie,Kids,Kids,0,2008.0,109.0,"Drama,Fantasy",40,8,4,1500000,7412216,0,0,0,0
1755,1942828,tt11704760,movie,Weekend,Weekend,0,2020.0,110.0,Comedy,29,4,4,8000,469947,0,0,0,0
1756,1947166,tt1171222,movie,Baggage Claim,Baggage Claim,0,2013.0,96.0,"Comedy,Romance",40,4,4,8500000,22456509,0,0,0,0
1757,1950525,tt11718078,movie,Captivity,Captivity,0,2020.0,56.0,"Adventure,Comedy,Drama",22,0,4,17000000,2626800,0,0,0,0
1758,1951977,tt1172060,movie,It's Alive,It's Alive,0,2009.0,80.0,"Horror,Sci-Fi",39,12,4,11000000,15500000,0,0,0,0
1759,1952974,tt1172233,movie,Whip It,Whip It,0,2009.0,111.0,"Drama,Sport",40,4,4,15000000,16633035,0,0,0,0
1760,1957058,tt1172952,movie,Beautiful,Beautiful,0,2007.0,83.0,Drama,16,2,1,1500000,56000,0,0,0,0
1761,1957272,tt1172991,movie,The Company Men,The Company Men,0,2010.0,104.0,Drama,40,4,4,15000000,4882577,0,0,0,0
1762,1967246,tt1174730,movie,City Island,City Island,0,2009.0,104.0,"Comedy,Drama",40,4,4,6000000,6670712,0,0,0,0
1763,1967257,tt1174732,movie,An Education,An Education,0,2009.0,100.0,Drama,40,8,4,7500000,26096852,0,0,0,0
1764,1968482,tt11749480,movie,Shooter,Shooter,0,2020.0,143.0,Action,16,0,1,61000000,95696996,0,0,0,0
1765,1968777,tt11750002,movie,Dracula,Dracula,0,2020.0,42.0,Horror,12,4,4,40000000,215862692,0,0,0,0
1766,1971594,tt1175491,movie,W.,W.,0,2008.0,129.0,"Biography,Comedy,Drama",40,4,4,25100000,29506464,0,0,0,0
1767,1971683,tt1175506,movie,Me and Orson Welles,Me and Orson Welles,0,2008.0,114.0,"Comedy,Drama",35,7,4,25000000,2336172,0,0,0,0
1768,1978787,tt1176740,movie,Away We Go,Away We Go,0,2009.0,98.0,"Comedy,Drama,Romance",39,7,4,17000000,14899417,0,0,0,0
1769,1989778,tt1178665,movie,A Walk in the Woods,A Walk in the Woods,0,2015.0,104.0,"Adventure,Biography,Comedy",40,12,4,8000000,35991087,0,0,0,0
1770,1991922,tt1179034,movie,From Paris with Love,From Paris with Love,0,2010.0,92.0,"Action,Crime,Thriller",40,8,4,52000000,52615806,0,0,0,0
1771,1992041,tt1179056,movie,A Nightmare on Elm Street,A Nightmare on Elm Street,0,2010.0,95.0,"Crime,Drama,Horror",40,12,4,36800000,141168550,0,0,0,0
1772,1996861,tt1179891,movie,My Bloody Valentine,My Bloody Valentine,0,2009.0,101.0,"Horror,Mystery,Thriller",38,14,4,17200000,100734718,0,0,0,0
1773,1996935,tt1179904,movie,Paranormal Activity,Paranormal Activity,0,2007.0,86.0,"Horror,Mystery,Thriller",22,4,4,15000,193355800,0,0,0,0
1774,2006686,tt1181614,movie,Wuthering Heights,Wuthering Heights,0,2011.0,129.0,"Drama,Romance",33,12,4,8000000,100915,0,0,0,0
1775,2010908,tt1182345,movie,Moon,Moon,0,2009.0,97.0,"Drama,Mystery,Sci-Fi",37,8,4,5000000,9760104,0,0,0,0
1776,2016155,tt1183251,movie,Beyond a Reasonable Doubt,Beyond a Reasonable Doubt,0,2009.0,106.0,"Crime,Drama,Mystery",40,8,4,25000000,4388563,0,0,0,0
1777,2020829,tt11840572,movie,Ultraviolet,Ultraviolet,0,2019.0,78.0,Drama,2,1,1,30000000,31070211,0,0,0,0
1779,2031081,tt1185834,movie,Star Wars: The Clone Wars,Star Wars: The Clone Wars,0,2008.0,98.0,"Action,Adventure,Animation",40,16,4,8500000,68282844,0,0,0,0
1780,2034162,tt1186367,movie,Ninja Assassin,Ninja Assassin,0,2009.0,99.0,"Action,Thriller",40,8,4,40000000,60462347,0,0,0,0
1781,2036789,tt1186830,movie,Agora,Agora,0,2009.0,127.0,"Adventure,Biography,Drama",40,8,4,70000000,39041505,0,0,0,0
1782,2038030,tt1187043,movie,3 Idiots,3 Idiots,0,2009.0,170.0,"Comedy,Drama",40,16,4,9000000,70000000,0,0,0,0
1783,2047720,tt1188729,movie,Pandorum,Pandorum,0,2009.0,108.0,"Action,Horror,Mystery",40,8,4,33000000,20645327,0,0,0,0
1784,2051262,tt1189340,movie,The Lincoln Lawyer,The Lincoln Lawyer,0,2011.0,118.0,"Crime,Drama,Thriller",40,8,4,40000000,85412898,0,0,0,0
1785,2055523,tt1190080,movie,2012,2012,0,2009.0,158.0,"Action,Adventure,Sci-Fi",40,8,4,200000000,769653595,0,0,0,0
1786,2055812,tt1190130,movie,Love,Love,0,2008.0,102.0,"Drama,Romance",35,4,4,3500000,695269,0,0,0,0
1787,2058157,tt1190536,movie,Black Dynamite,Black Dynamite,0,2009.0,84.0,"Action,Comedy",36,12,4,2900000,296557,0,0,0,0
1788,2061465,tt1191111,movie,Enter the Void,Enter the Void,0,2009.0,161.0,"Drama,Fantasy",38,8,4,13000000,754249,0,0,0,0
1789,2070248,tt1192628,movie,Rango,Rango,0,2011.0,107.0,"Adventure,Animation,Comedy",40,12,4,135000000,245724603,0,0,0,0
1790,2073214,tt1193138,movie,Up in the Air,Up in the Air,0,2009.0,109.0,"Comedy,Drama,Romance",40,12,4,25000000,163670000,0,0,0,0
1791,2076047,tt1193631,movie,Step Up 3D,Step Up 3D,0,2010.0,107.0,"Drama,Music,Romance",40,12,4,30000000,159291809,0,0,0,0
1792,2079184,tt1194173,movie,The Bourne Legacy,The Bourne Legacy,0,2012.0,135.0,"Action,Adventure,Thriller",40,12,4,130000000,276572938,0,0,0,0
1793,2080614,tt1194417,movie,Casino Jack,Casino Jack,0,2010.0,108.0,"Biography,Comedy,Crime",40,4,4,12500000,1083683,0,0,0,0
1794,2086654,tt1195478,movie,The Five-Year Engagement,The Five-Year Engagement,0,2012.0,124.0,"Comedy,Romance",40,8,4,30000000,53909751,0,0,0,0
1795,2090467,tt1196141,movie,Diary of a Wimpy Kid,Diary of a Wimpy Kid,0,2010.0,120.0,"Comedy,Drama,Family",40,20,4,15000000,75700498,0,0,0,0
1796,2091626,tt1196340,movie,Inhale,Inhale,0,2010.0,83.0,"Drama,Thriller",37,11,4,10000000,55089,0,0,0,0
1797,2095075,tt1196939,movie,Gracie,Gracie,0,2015.0,71.0,"Crime,Drama,Fantasy",31,4,4,9000000,2955039,0,0,0,0
1798,2099052,tt1197624,movie,Law Abiding Citizen,Law Abiding Citizen,0,2009.0,109.0,"Action,Crime,Drama",40,4,4,53000000,126690726,0,0,0,0
1799,2102041,tt1198138,movie,Obsessed,Obsessed,0,2009.0,108.0,"Drama,Romance,Thriller",40,4,4,20000000,73830340,0,0,0,0
1800,2109678,tt1199472,movie,Heist,Heist,0,2009.0,90.0,"Action,Crime",40,4,8,43900000,50136,0,0,0,0
1801,2119236,tt1201167,movie,Funny People,Funny People,0,2009.0,146.0,"Comedy,Drama",40,4,4,75000000,61458982,0,0,0,0
1802,2121687,tt1201607,movie,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,0,2011.0,130.0,"Adventure,Drama,Fantasy",40,8,4,125000000,1327817822,0,0,0,0
1803,2137339,tt1204342,movie,The Muppets,The Muppets,0,2011.0,120.0,"Adventure,Comedy,Family",40,12,4,45000000,165184237,0,0,0,0
1804,2140958,tt1204975,movie,Last Vegas,Last Vegas,0,2013.0,105.0,"Comedy,Drama",39,4,4,28000000,134402450,0,0,0,0
1805,2140970,tt1204977,movie,Ouija,Ouija,0,2014.0,89.0,"Horror,Mystery,Thriller",40,8,4,5000000,102529779,0,0,0,0
1806,2142927,tt12053158,movie,Brainstorm,Brainstorm,0,2002.0,47.0,Sport,14,4,4,15000000,10219460,0,0,0,0
1807,2143914,tt1205489,movie,Gran Torino,Gran Torino,0,2008.0,116.0,Drama,37,5,4,33000000,269958228,0,0,0,0
1808,2144186,tt1205537,movie,Jack Ryan: Shadow Recruit,Jack Ryan: Shadow Recruit,0,2014.0,105.0,"Action,Drama,Thriller",40,12,4,60000000,50549107,0,0,0,0
1809,2145393,tt12057442,movie,Hamlet,Hamlet,0,2017.0,108.0,Drama,28,12,4,2000000,22279200,0,0,0,0
1810,2149929,tt1206543,movie,Out of the Furnace,Out of the Furnace,0,2013.0,116.0,"Action,Crime,Drama",40,8,4,22000000,15400000,0,0,0,0
1811,2154047,tt12072700,movie,Stardust,Stardust,0,2020.0,88.0,Drama,2,0,2,70000000,135560026,0,0,0,0
1812,2159372,tt12081852,movie,Bulletproof,Bulletproof,0,2000.0,40.0,Sport,22,8,0,25000000,22611954,0,0,0,0
1813,2159628,tt12082292,movie,Colors,Colors,0,2020.0,18.0,Drama,3,1,1,6000000,46616067,0,0,0,0
1814,2170042,tt1210042,movie,Brooklyn's Finest,Brooklyn's Finest,0,2009.0,132.0,"Crime,Drama,Thriller",40,4,4,17000000,29536299,0,0,0,0
1815,2170747,tt1210166,movie,Moneyball,Moneyball,0,2011.0,133.0,"Biography,Drama,Sport",40,16,4,50000000,110206216,0,0,0,0
1816,2173286,tt12106146,movie,Bound,Bound,0,2017.0,45.0,Drama,17,0,1,4500000,7011317,0,0,0,0
1817,2174477,tt1210819,movie,The Lone Ranger,The Lone Ranger,0,2013.0,150.0,"Action,Adventure,Comedy",40,12,4,255000000,89289910,0,0,0,0
1818,2181001,tt1211956,movie,Escape Plan,Escape Plan,0,2013.0,115.0,"Action,Thriller",40,8,4,50000000,122915111,0,0,0,0
1819,2183626,tt1212419,movie,Hereafter,Hereafter,0,2010.0,129.0,"Drama,Fantasy,Romance",39,4,4,50000000,105197635,0,0,0,0
1820,2183804,tt1212450,movie,Lawless,Lawless,0,2012.0,116.0,"Crime,Drama",38,6,4,26000000,53676580,0,0,0,0
1821,2187036,tt1213012,movie,Alpha and Omega,Alpha and Omega,0,2010.0,90.0,"Adventure,Animation,Comedy",40,8,8,20000000,39300000,0,0,0,0
1822,2188196,tt12132174,movie,Fury,Fury,0,2005.0,79.0,Horror,10,6,6,68000000,211817906,0,0,0,0
1823,2190628,tt1213644,movie,Disaster Movie,Disaster Movie,0,2008.0,87.0,Comedy,40,8,8,25000000,14109284,0,0,0,0
1824,2190650,tt1213648,movie,London Boulevard,London Boulevard,0,2010.0,103.0,"Crime,Drama",40,8,4,25000000,4644108,0,0,0,0
1825,2198062,tt1214962,movie,Seeking Justice,Seeking Justice,0,2011.0,105.0,"Action,Crime,Drama",39,7,4,17000000,12355798,0,0,0,0
1826,2206615,tt1216475,movie,Cars 2,Cars 2,0,2011.0,106.0,"Adventure,Animation,Comedy",40,16,8,200000000,559852396,0,0,0,0
1827,2206707,tt1216491,movie,Kill the Messenger,Kill the Messenger,0,2014.0,112.0,"Biography,Crime,Drama",37,9,4,5000000,2450846,0,0,0,0
1828,2206713,tt1216492,movie,Leap Year,Leap Year,0,2010.0,100.0,"Comedy,Romance",40,8,4,19000000,29922472,0,0,0,0
1829,2210852,tt1217209,movie,Brave,Brave,0,2012.0,93.0,"Adventure,Animation,Comedy",40,16,12,185000000,538983207,0,0,0,0
1830,2212462,tt12174896,movie,The Double,The Double,0,2018.0,57.0,"Fantasy,Sci-Fi",28,0,4,17000000,3896638,0,0,0,0
1831,2215500,tt12180204,movie,The Invisible,The Invisible,0,2019.0,89.0,"Mystery,Thriller",35,0,4,30000000,26810113,0,0,0,0
1832,2222730,tt1219289,movie,Limitless,Limitless,0,2011.0,105.0,"Sci-Fi,Thriller",38,6,4,27000000,161849455,0,0,0,0
1833,2223037,tt1219342,movie,Legend of the Guardians: The Owls of Ga'Hoole,Legend of the Guardians: The Owls of Ga'Hoole,0,2010.0,97.0,"Action,Adventure,Animation",39,11,4,80000000,140073390,0,0,0,0
1834,2223065,tt12193476,movie,Down,Down,0,2020.0,76.0,"Comedy,Drama,Romance",9,2,2,15000000,163169,0,0,0,0
1835,2227925,tt1220198,movie,The Fourth Kind,The Fourth Kind,0,2009.0,98.0,"Horror,Mystery,Sci-Fi",40,8,4,10000000,42333295,0,0,0,0
1836,2230335,tt1220628,movie,I Hope They Serve Beer in Hell,I Hope They Serve Beer in Hell,0,2009.0,105.0,Comedy,35,6,4,7000000,1429299,0,0,0,0
1837,2230367,tt1220634,movie,Resident Evil: Afterlife,Resident Evil: Afterlife,0,2010.0,96.0,"Action,Adventure,Horror",40,4,4,60000000,296221663,0,0,0,0
1838,2231844,tt1220888,movie,Henry's Crime,Henry's Crime,0,2010.0,108.0,"Comedy,Crime,Drama",40,12,4,12000000,204940,0,0,0,0
1839,2233282,tt12211406,movie,One Day,One Day,0,2020.0,100.0,"Drama,Romance",11,3,1,15000000,59389433,0,0,0,0
1840,2237830,tt1221932,movie,Abduction,Abduction,0,2009.0,108.0,"Horror,Thriller",23,4,4,35000000,82087155,0,0,0,0
1841,2242842,tt1222817,movie,Zookeeper,Zookeeper,0,2011.0,102.0,"Comedy,Family,Fantasy",40,20,4,80000000,169852759,0,0,0,0
1842,2257040,tt1225292,movie,Insidious,Insidious,0,2008.0,96.0,"Drama,Mystery,Romance",31,4,4,1500000,97009150,0,0,0,0
1843,2257909,tt12254438,movie,The Gift,The Gift,0,2020.0,82.0,Drama,32,4,4,15000000,70987295,0,0,0,0
1844,2260072,tt1225822,movie,Extract,Extract,0,2009.0,92.0,"Comedy,Crime,Romance",40,4,4,8000000,10848783,0,0,0,0
1845,2262425,tt1226229,movie,Get Him to the Greek,Get Him to the Greek,0,2010.0,109.0,"Comedy,Music",40,8,4,40000000,90029656,0,0,0,0
1846,2262664,tt1226273,movie,Edge of Darkness,Edge of Darkness,0,2010.0,117.0,"Action,Crime,Drama",40,12,4,80000000,74901339,0,0,0,0
1847,2265427,tt1226753,movie,The Debt,The Debt,0,2010.0,113.0,"Drama,Thriller",40,20,4,20000000,45636368,0,0,0,0
1848,2276619,tt1228705,movie,Iron Man 2,Iron Man 2,0,2010.0,124.0,"Action,Adventure,Sci-Fi",40,20,4,200000000,623933331,0,0,0,0
1849,2278030,tt1228953,movie,Big Fan,Big Fan,0,2009.0,88.0,"Comedy,Crime,Drama",34,4,4,250000,232732,0,0,0,0
1850,2278228,tt1228987,movie,Let Me In,Let Me In,0,2010.0,116.0,"Drama,Fantasy,Horror",40,8,4,20000000,24145613,0,0,0,0
1851,2279683,tt1229238,movie,Mission: Impossible - Ghost Protocol,Mission: Impossible - Ghost Protocol,0,2011.0,132.0,"Action,Adventure,Thriller",40,12,4,145000000,694713380,0,0,0,0
1852,2280276,tt1229340,movie,Anchorman 2: The Legend Continues,Anchorman 2: The Legend Continues,0,2013.0,119.0,Comedy,40,8,4,50000000,173649015,0,0,0,0
1853,2285311,tt1230215,movie,Not Fade Away,Not Fade Away,0,2012.0,112.0,Drama,33,4,4,20000000,610792,0,0,0,0
1854,2286456,tt1230414,movie,It's Complicated,It's Complicated,0,2009.0,120.0,"Comedy,Drama,Romance",40,4,4,85000000,219103655,0,0,0,0
1855,2291434,tt1231277,movie,S. Darko,S. Darko,0,2009.0,103.0,"Drama,Mystery,Sci-Fi",40,8,4,4000000,4100000,0,0,0,0
1856,2293187,tt1231580,movie,Alvin and the Chipmunks: The Squeakquel,Alvin and the Chipmunks: The Squeakquel,0,2009.0,88.0,"Animation,Comedy,Family",40,16,4,75000000,443140005,0,0,0,0
1857,2293203,tt1231583,movie,Due Date,Due Date,0,2010.0,95.0,"Comedy,Drama",40,16,4,65000000,211780824,0,0,0,0
1858,2293225,tt1231587,movie,Hot Tub Time Machine,Hot Tub Time Machine,0,2010.0,101.0,"Comedy,Sci-Fi",38,10,4,36000000,64572262,0,0,0,0
1859,2296731,tt1232200,movie,That's My Boy,That's My Boy,0,2012.0,116.0,Comedy,40,4,4,70000000,58058367,0,0,0,0
1860,2300024,tt1232776,movie,Fish Tank,Fish Tank,0,2009.0,123.0,Drama,37,4,4,3000000,2357852,0,0,0,0
1861,2300066,tt1232783,movie,Sorority Row,Sorority Row,0,2009.0,101.0,"Horror,Mystery",39,12,3,12500000,27206120,0,0,0,0
1862,2300340,tt1232829,movie,21 Jump Street,21 Jump Street,0,2012.0,109.0,"Action,Comedy,Crime",40,16,8,42000000,201585328,0,0,0,0
1863,2302624,tt1233227,movie,Saw VI,Saw VI,0,2009.0,90.0,"Horror,Mystery",40,8,4,11000000,68233629,0,0,0,0
1864,2310195,tt1234548,movie,The Men Who Stare at Goats,The Men Who Stare at Goats,0,2009.0,94.0,"Comedy,War",40,8,4,24000000,68729358,0,0,0,0
1865,2311182,tt1234719,movie,Red Dawn,Red Dawn,0,2012.0,93.0,"Action,Drama",40,16,4,65000000,83183280,0,0,0,0
1866,2311194,tt1234721,movie,RoboCop,RoboCop,0,2014.0,117.0,"Action,Crime,Sci-Fi",39,11,4,133000000,292379423,0,0,0,0
1867,2313831,tt1235189,movie,Wild Target,Wild Target,0,2010.0,98.0,"Action,Comedy,Crime",40,8,4,8000000,3453043,0,0,0,0
1868,2315686,tt1235522,movie,Broken City,Broken City,0,2013.0,109.0,"Action,Crime,Drama",40,4,4,56000000,19701164,0,0,0,0
1869,2317222,tt1235796,movie,Ondine,Ondine,0,2009.0,111.0,"Drama,Mystery,Romance",40,4,4,12000000,1644755,0,0,0,0
1870,2323757,tt1236966,movie,May,May,0,2008.0,105.0,Drama,34,4,4,500000,150277,0,0,0,0
1871,2330206,tt12381026,movie,Cabin Fever,Cabin Fever,0,2020.0,95.0,Drama,27,4,4,1500000,30553394,0,0,0,0
1872,2332359,tt12384786,movie,Hide and Seek,Hide and Seek,0,2019.0,118.0,"Action,Drama,Sci-Fi",13,4,4,25000000,122644820,0,0,0,0
1873,2339921,tt12398104,movie,Paranoia,Paranoia,0,2019.0,49.0,Drama,13,4,4,35000000,13785015,0,0,0,0
1874,2346534,tt1240982,movie,Your Highness,Your Highness,0,2011.0,102.0,"Adventure,Comedy,Fantasy",40,8,4,49900000,26121638,0,0,0,0
1875,2354583,tt1242432,movie,I Spit on Your Grave,I Spit on Your Grave,0,2010.0,108.0,"Horror,Thriller",40,8,4,2000000,572809,0,0,0,0
1876,2354739,tt1242460,movie,We Need to Talk About Kevin,We Need to Talk About Kevin,0,2011.0,112.0,"Drama,Mystery,Thriller",40,12,4,7000000,6038942,0,0,0,0
1877,2355535,tt1242599,movie,Bellflower,Bellflower,0,2011.0,106.0,"Action,Drama,Romance",29,4,4,17000,101236,0,0,0,0
1878,2359350,tt12432710,movie,Spartacus,Spartacus,0,2005.0,128.0,Music,14,0,2,12000000,60000000,0,0,0,0
1879,2363199,tt1243957,movie,The Tourist,The Tourist,0,2010.0,103.0,"Action,Adventure,Crime",40,16,4,100000000,278346189,0,0,0,0
1880,2363298,tt1243974,movie,Aloha,Aloha,0,2015.0,105.0,"Comedy,Drama,Romance",40,4,4,37000000,26250020,0,0,0,0
1881,2367163,tt1244659,movie,Extraordinary Measures,Extraordinary Measures,0,2010.0,106.0,Drama,37,5,4,31000000,15134293,0,0,0,0
1882,2367186,tt1244663,movie,Captive,Captive,0,2008.0,45.0,Thriller,34,4,3,2000000,2801508,0,0,0,0
1883,2367687,tt1244754,movie,Conviction,Conviction,0,2010.0,107.0,"Biography,Crime,Drama",40,4,4,12500000,6732980,0,0,0,0
1884,2371903,tt1245492,movie,This Is the End,This Is the End,0,2013.0,107.0,Comedy,40,12,8,32000000,126041322,0,0,0,0
1885,2372080,tt1245526,movie,RED,RED,0,2010.0,111.0,"Action,Comedy,Crime",40,16,4,58000000,71664962,0,0,0,0
1886,2384688,tt1247704,movie,Women in Trouble,Women in Trouble,0,2009.0,92.0,"Comedy,Drama",36,4,4,3000000,18097,0,0,0,0
1887,2400289,tt12504236,movie,Knock Knock,Knock Knock,0,2020.0,50.0,Thriller,7,4,4,2500000,5214043,0,0,0,0
1888,2402342,tt1250777,movie,Kick-Ass,Kick-Ass,0,2010.0,117.0,"Action,Comedy,Crime",40,16,4,28000000,96188903,0,0,0,0
1889,2404509,tt12511594,movie,Knock Knock,Knock Knock,0,2020.0,50.0,Thriller,7,4,4,2500000,5214043,0,0,0,0
1890,2420157,tt1253863,movie,300: Rise of an Empire,300: Rise of an Empire,0,2014.0,102.0,"Action,Drama",37,12,3,110000000,337580051,0,0,0,0
1891,2420163,tt1253864,movie,Immortals,Immortals,0,2011.0,110.0,"Action,Drama,Fantasy",40,8,4,75000000,226904017,0,0,0,0
1892,2426553,tt1254978,movie,Daylight,Daylight,0,2010.0,75.0,"Crime,Horror,Thriller",38,14,4,80000000,159212469,0,0,0,0
1893,2449466,tt1258972,movie,The Man with the Iron Fists,The Man with the Iron Fists,0,2012.0,95.0,Action,40,8,4,15000000,15608545,0,0,0,0
1894,2452585,tt1259521,movie,The Cabin in the Woods,The Cabin in the Woods,0,2011.0,95.0,Horror,40,8,4,30000000,66486080,0,0,0,0
1895,2452875,tt1259571,movie,The Twilight Saga: New Moon,The Twilight Saga: New Moon,0,2009.0,130.0,"Adventure,Drama,Fantasy",40,8,4,50000000,709827462,0,0,0,0
1896,2457827,tt12604298,movie,Morning Glory,Morning Glory,0,2007.0,107.0,Drama,9,2,1,40000000,58785180,0,0,0,0
1897,2466617,tt1261945,movie,Sex and the City 2,Sex and the City 2,0,2010.0,146.0,"Comedy,Drama,Romance",40,12,4,100000000,288347692,0,0,0,0
1898,2469361,tt1262416,movie,Scream 4,Scream 4,0,2011.0,111.0,"Horror,Mystery",40,4,4,40000000,97138686,0,0,0,0
1899,2472634,tt1262981,movie,World's Greatest Dad,World's Greatest Dad,0,2009.0,99.0,"Comedy,Drama",40,4,4,10000000,295750,0,0,0,0
1900,2476623,tt1263670,movie,Crazy Heart,Crazy Heart,0,2009.0,112.0,"Drama,Music,Romance",38,6,4,7000000,39462438,0,0,0,0
1901,2490096,tt1265990,movie,The Roommate,The Roommate,0,2011.0,94.0,"Drama,Mystery,Thriller",40,4,4,16000000,40492759,0,0,0,0
1902,2497650,tt1267297,movie,Hercules,Hercules,0,2014.0,98.0,"Action,Adventure,Fantasy",37,9,4,185000000,506788295,0,0,0,0
1903,2506311,tt1268809,movie,Night of the Demons,Night of the Demons,0,2009.0,93.0,"Action,Comedy,Fantasy",40,12,4,11200000,3109904,0,0,0,0
1904,2514724,tt1270262,movie,The Devil's Double,The Devil's Double,0,2011.0,109.0,"Biography,Drama,Thriller",40,12,4,19100000,5728213,0,0,0,0
1905,2517547,tt1270761,movie,Don't Be Afraid of the Dark,Don't Be Afraid of the Dark,0,2010.0,99.0,"Fantasy,Horror,Thriller",38,12,2,25000000,36993168,0,0,0,0
1906,2517942,tt1270835,movie,Hatchet II,Hatchet II,0,2010.0,85.0,"Action,Comedy,Horror",40,4,4,2500000,52604,0,0,0,0
1908,2529732,tt1272878,movie,2 Guns,2 Guns,0,2013.0,109.0,"Action,Comedy,Thriller",40,8,4,61000000,131940411,0,0,0,0
1909,2534276,tt1273678,movie,The Spy Next Door,The Spy Next Door,0,2010.0,94.0,"Action,Comedy,Family",39,12,4,28000000,45236543,0,0,0,0
1910,2536505,tt1274300,movie,The Tempest,The Tempest,0,2010.0,110.0,"Comedy,Drama,Fantasy",39,8,4,20000000,346594,0,0,0,0
1911,2538240,tt1276104,movie,Looper,Looper,0,2012.0,113.0,"Action,Drama,Sci-Fi",40,4,4,30000000,47042000,0,0,0,0
1912,2540021,tt1277953,movie,Madagascar 3: Europe's Most Wanted,Madagascar 3: Europe's Most Wanted,0,2012.0,95.0,"Adventure,Animation,Comedy",40,32,12,145000000,746921274,0,0,0,0
1913,2541930,tt1279935,movie,Date Night,Date Night,0,2010.0,88.0,"Comedy,Crime,Romance",40,4,4,55000000,152263880,0,0,0,0
1914,2543986,tt1282140,movie,Easy A,Easy A,0,2010.0,92.0,"Comedy,Drama,Romance",37,4,4,8000000,74952305,0,0,0,0
1915,2546317,tt1284575,movie,Bad Teacher,Bad Teacher,0,2011.0,92.0,"Comedy,Romance",40,8,4,20000000,216197492,0,0,0,0
1916,2546740,tt1285016,movie,The Social Network,The Social Network,0,2010.0,120.0,"Biography,Drama",40,8,4,40000000,224920315,0,0,0,0
1917,2546995,tt1285309,movie,The Joneses,The Joneses,0,2009.0,96.0,"Comedy,Drama",38,6,3,10000000,7022728,0,0,0,0
1918,2549928,tt1288403,movie,Universal Soldier: Regeneration,Universal Soldier: Regeneration,0,2009.0,97.0,"Action,Adventure,Sci-Fi",37,13,4,14000000,875386,0,0,0,0
1919,2550063,tt1288558,movie,Evil Dead,Evil Dead,0,2013.0,91.0,"Fantasy,Horror,Thriller",39,12,4,17000000,97542952,0,0,0,0
1920,2550872,tt1289401,movie,Ghostbusters,Ghostbusters,0,2016.0,117.0,"Action,Comedy,Fantasy",39,19,4,30000000,295212467,0,0,0,0
1921,2550876,tt1289406,movie,Harry Brown,Harry Brown,0,2009.0,103.0,"Action,Crime,Drama",40,4,4,7300000,10329747,0,0,0,0
1922,2552537,tt1291150,movie,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,0,2014.0,101.0,"Action,Adventure,Comedy",40,20,4,138500000,679165915,0,0,0,0
1923,2552944,tt1291580,movie,Behind The Candelabra,Behind the Candelabra,0,2013.0,118.0,"Biography,Drama,Music",37,9,4,23000000,15600000,0,0,0,0
