,Unnamed: 0,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,staffExperience,writersExperience,directorsExperience,budget,revenue,viewCount,likeCount,dislikeCount,commentCount
530,312331,tt0325710,movie,The Last Samurai,The Last Samurai,0,2003.0,154.0,"Action,Drama,War",40,12,4,140000000,456758981,0,0,0,0
531,312592,tt0325980,movie,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,0,2003.0,143.0,"Action,Adventure,Fantasy",40,16,4,140000000,655011224,0,0,0,0
532,313351,tt0326769,movie,Biker Boyz,Biker Boyz,0,2003.0,110.0,"Action,Drama",37,9,4,24000000,23510601,0,0,0,0
533,313480,tt0326905,movie,The Great Raid,The Great Raid,0,2005.0,132.0,"Action,Drama,War",37,13,4,80000000,10166502,0,0,0,0
534,313626,tt0327056,movie,Mystic River,Mystic River,0,2003.0,138.0,"Crime,Drama,Mystery",40,8,4,25000000,156822020,0,0,0,0
535,313654,tt0327084,movie,Over the Hedge,Over the Hedge,0,2006.0,83.0,"Adventure,Animation,Comedy",40,36,8,80000000,155019340,0,0,0,0
536,313731,tt0327162,movie,The Stepford Wives,The Stepford Wives,0,2004.0,93.0,"Comedy,Horror,Sci-Fi",37,8,4,90000000,102000000,0,0,0,0
537,313812,tt0327247,movie,The Whole Ten Yards,The Whole Ten Yards,0,2004.0,98.0,"Comedy,Crime,Thriller",40,8,4,40000000,26155781,0,0,0,0
538,313994,tt0327437,movie,Around the World in 80 Days,Around the World in 80 Days,0,2004.0,120.0,"Action,Adventure,Comedy",37,13,4,110000000,72178895,0,0,0,0
539,314106,tt0327554,movie,Catwoman,Catwoman,0,2004.0,104.0,"Action,Crime,Fantasy",40,20,4,100000000,82102379,0,0,0,0
540,314148,tt0327597,movie,Coraline,Coraline,0,2009.0,100.0,"Animation,Drama,Family",40,8,4,60000000,124596398,0,0,0,0
541,314227,tt0327679,movie,Ella Enchanted,Ella Enchanted,0,2004.0,96.0,"Comedy,Family,Fantasy",40,22,4,31000000,27388767,0,0,0,0
542,314396,tt0327850,movie,The Rundown,The Rundown,0,2003.0,104.0,"Action,Adventure,Comedy",39,8,4,85000000,80916492,0,0,0,0
543,314640,tt0328107,movie,Man on Fire,Man on Fire,0,2004.0,146.0,"Action,Crime,Drama",38,6,4,70000000,130293714,0,0,0,0
544,315046,tt0328538,movie,Thirteen,Thirteen,0,2003.0,100.0,Drama,40,8,4,2000000,4601043,0,0,0,0
545,315331,tt0328828,movie,American Wedding,American Wedding,0,2003.0,96.0,Comedy,40,4,4,55000000,231449203,0,0,0,0
546,315382,tt0328880,movie,Brother Bear,Brother Bear,0,2003.0,85.0,"Adventure,Animation,Comedy",40,104,8,100000000,250,0,0,0,0
547,315528,tt0329028,movie,Dumb and Dumberer: When Harry Met Lloyd,Dumb and Dumberer: When Harry Met Lloyd,0,2003.0,85.0,Comedy,37,17,4,19000000,39267515,0,0,0,0
548,315600,tt0329101,movie,Freddy vs. Jason,Freddy vs. Jason,0,2003.0,97.0,"Action,Horror",40,16,4,30000000,114908830,0,0,0,0
549,316064,tt0329575,movie,Seabiscuit,Seabiscuit,0,2003.0,140.0,"Drama,History,Sport",39,8,4,87000000,148336445,0,0,0,0
550,316177,tt0329691,movie,Torque,Torque,0,2004.0,84.0,"Action,Comedy,Crime",40,4,4,40000000,46546197,0,0,0,0
551,316202,tt0329717,movie,Hollywood Homicide,Hollywood Homicide,0,2003.0,116.0,"Action,Comedy,Crime",39,7,4,75000000,51142659,0,0,0,0
552,316258,tt0329774,movie,xXx: State of the Union,xXx: State of the Union,0,2005.0,101.0,"Action,Adventure,Crime",40,8,4,87000000,71073932,0,0,0,0
553,316606,tt0330136,movie,Charly,Charly,0,2002.0,103.0,"Comedy,Drama,Romance",29,3,4,950000,814666,0,0,0,0
554,316838,tt0330373,movie,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,0,2005.0,157.0,"Adventure,Family,Fantasy",40,8,4,150000000,895921036,0,0,0,0
555,316873,tt0330410,movie,Hostage,Hostage,0,2001.0,100.0,Action,40,20,4,52000000,77944725,0,0,0,0
556,317062,tt0330602,movie,Mambo Italiano,Mambo Italiano,0,2003.0,88.0,"Comedy,Drama,Romance",38,8,4,4361898,3031801,0,0,0,0
557,317147,tt0330691,movie,The Card Player,Il cartaio,0,2004.0,103.0,"Horror,Mystery,Thriller",37,13,4,2600000,1479042,0,0,0,0
558,317246,tt0330793,movie,The Punisher,The Punisher,0,2004.0,124.0,"Action,Crime,Drama",39,8,4,33000000,54700105,0,0,0,0
559,317396,tt0330949,movie,Surveillance,Surveillance,0,2001.0,93.0,"Horror,Thriller",22,4,4,3500000,1115493,0,0,0,0
560,317895,tt0331464,movie,Deception,Deception,0,2003.0,91.0,Thriller,40,0,4,25000000,17741298,0,0,0,0
561,318256,tt0331834,movie,Alive,Alive,0,2002.0,119.0,"Action,Drama,Horror",40,16,4,32000000,36733909,0,0,0,0
562,318373,tt0331953,movie,Club Dread,Club Dread,0,2004.0,104.0,"Comedy,Horror,Mystery",40,20,4,8500000,5001655,0,0,0,0
563,318464,tt0332047,movie,The Perfect Catch,Fever Pitch,0,2005.0,104.0,"Comedy,Drama,Romance",40,12,8,30000000,50451307,0,0,0,0
564,318687,tt0332280,movie,The Notebook,The Notebook,0,2004.0,123.0,"Drama,Romance",40,12,4,29000000,115603229,0,0,0,0
565,318782,tt0332379,movie,School of Rock,The School of Rock,0,2003.0,109.0,"Comedy,Music",40,4,4,35000000,131282949,0,0,0,0
566,318854,tt0332452,movie,Troy,Troy,0,2004.0,163.0,"Drama,History",40,8,4,175000000,497409852,0,0,0,0
567,319052,tt0332658,movie,Intermission,Intermission,0,2003.0,105.0,"Comedy,Crime,Drama",40,4,4,5000000,4856298,0,0,0,0
568,320147,tt0333766,movie,Garden State,Garden State,0,2004.0,102.0,"Comedy,Drama,Romance",39,4,4,2500000,26781723,0,0,0,0
569,320161,tt0333780,movie,Legally Blonde 2,"Legally Blonde 2: Red, White & Blonde",0,2003.0,95.0,Comedy,40,16,4,45000000,124914842,0,0,0,0
570,321373,tt0335013,movie,The Company,The Company,0,2003.0,112.0,"Drama,Music,Romance",40,8,4,15000000,2281585,0,0,0,0
571,321480,tt0335121,movie,Godsend,Godsend,0,2004.0,102.0,"Action,Drama,Fantasy",38,4,4,25000000,30114487,0,0,0,0
572,321621,tt0335266,movie,Lost in Translation,Lost in Translation,0,2003.0,102.0,"Comedy,Drama",40,4,4,4000000,119723856,0,0,0,0
573,321698,tt0335345,movie,The Passion of the Christ,The Passion of the Christ,0,2004.0,127.0,Drama,40,8,4,30000000,611899420,0,0,0,0
574,321790,tt0335438,movie,Starsky & Hutch,Starsky & Hutch,0,2004.0,101.0,"Comedy,Crime",37,17,4,60000000,170268750,0,0,0,0
575,321909,tt0335559,movie,Win a Date with Tad Hamilton!,Win a Date with Tad Hamilton!,0,2004.0,95.0,"Comedy,Romance",40,4,4,17000000,16980098,0,0,0,0
576,321912,tt0335563,movie,Wonderland,Wonderland,0,2003.0,104.0,"Crime,Drama,Mystery",36,13,4,5000000,2466444,0,0,0,0
577,323993,tt0337692,movie,On the Road,On the Road,0,2012.0,124.0,"Adventure,Drama,Romance",40,8,4,25000000,8784318,0,0,0,0
578,324040,tt0337741,movie,Something's Gotta Give,Something's Gotta Give,0,2003.0,128.0,"Comedy,Drama,Romance",40,4,4,80000000,266728738,0,0,0,0
579,324197,tt0337909,movie,Calendar Girls,Calendar Girls,0,2003.0,108.0,"Comedy,Drama",40,8,4,10000000,96542059,0,0,0,0
580,324204,tt0337917,movie,Catch That Kid,Catch That Kid,0,2004.0,91.0,"Action,Adventure,Comedy",40,20,4,18000000,16702864,0,0,0,0
581,324208,tt0337921,movie,Cellular,Cellular,0,2004.0,94.0,"Action,Crime,Thriller",40,8,4,25000000,56422687,0,0,0,0
582,324257,tt0337972,movie,Defiance,Defiance,0,2002.0,72.0,Western,36,4,4,32000000,51155219,0,0,0,0
583,324262,tt0337978,movie,Live Free or Die Hard,Live Free or Die Hard,0,2007.0,128.0,"Action,Thriller",40,16,4,110000000,383531464,0,0,0,0
584,324293,tt0338013,movie,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,0,2004.0,108.0,"Drama,Romance,Sci-Fi",40,12,4,20000000,72258126,0,0,0,0
585,324367,tt0338094,movie,The Haunted Mansion,The Haunted Mansion,0,2003.0,99.0,"Comedy,Family,Fantasy",40,4,4,90000000,182290266,0,0,0,0
586,324369,tt0338096,movie,Dirty Dancing: Havana Nights,Dirty Dancing: Havana Nights,0,2004.0,86.0,"Drama,Music,Romance",37,13,4,25000000,27685016,0,0,0,0
587,324589,tt0338325,movie,Paparazzi,Paparazzi,0,2004.0,84.0,"Action,Crime,Drama",40,4,4,20000000,16605763,0,0,0,0
588,324601,tt0338337,movie,Paycheck,Paycheck,0,2003.0,119.0,"Action,Mystery,Sci-Fi",40,8,4,60000000,96269812,0,0,0,0
589,324612,tt0338348,movie,The Polar Express,The Polar Express,0,2004.0,100.0,"Adventure,Animation,Comedy",40,12,4,165000000,305875730,0,0,0,0
590,324686,tt0338427,movie,Shopgirl,Shopgirl,0,2005.0,106.0,"Drama,Romance",40,4,4,10284523,11588205,0,0,0,0
591,324724,tt0338466,movie,Stuck on You,Stuck on You,0,2003.0,118.0,Comedy,40,16,8,55000000,33828318,0,0,0,0
592,324782,tt0338526,movie,Van Helsing,Van Helsing,0,2004.0,131.0,"Action,Adventure,Fantasy",40,4,4,160000000,300257475,0,0,0,0
593,324997,tt0338751,movie,The Aviator,The Aviator,0,2004.0,170.0,"Biography,Drama",39,4,4,116000000,102000000,0,0,0,0
594,325015,tt0338769,movie,Blood of Beasts,Beauty and the Beast,0,2005.0,90.0,"Action,Adventure,Family",35,1,4,25000000,377350553,0,0,0,0
595,325272,tt0339034,movie,From Justin to Kelly,From Justin to Kelly,0,2003.0,81.0,"Comedy,Musical,Romance",40,4,4,12000000,4922166,0,0,0,0
596,325757,tt0339537,movie,The Gunman,The Gunman,0,2004.0,90.0,"Crime,Drama,Thriller",28,4,4,40000000,10664749,0,0,0,0
597,326287,tt0340084,movie,The Drop,The Drop,0,2006.0,88.0,"Action,Adventure,Fantasy",37,6,4,12600000,18658381,0,0,0,0
598,326366,tt0340163,movie,Hostage,Hostage,0,2005.0,113.0,"Action,Crime,Drama",40,8,4,52000000,77944725,0,0,0,0
599,326575,tt0340377,movie,The Station Agent,The Station Agent,0,2003.0,89.0,"Comedy,Drama",40,4,4,500000,8679814,0,0,0,0
600,326867,tt0340855,movie,Monster,Monster,0,2003.0,109.0,"Biography,Crime,Drama",40,4,4,8000000,60378584,0,0,0,0
601,327879,tt0342012,movie,9,9,0,2002.0,91.0,"Crime,Drama,Mystery",36,4,4,30000000,48428063,0,0,0,0
602,328122,tt0342258,movie,Unleashed,Unleashed,0,2005.0,103.0,"Action,Adventure,Crime",40,4,4,45000000,50871113,0,0,0,0
603,328589,tt0342735,movie,Manderlay,Manderlay,0,2005.0,139.0,Drama,35,4,4,14200000,674918,0,0,0,0
604,328979,tt0343135,movie,Along Came Polly,Along Came Polly,0,2004.0,90.0,"Comedy,Romance",40,4,4,42000000,171963386,0,0,0,0
605,329486,tt0343660,movie,50 First Dates,50 First Dates,0,2004.0,99.0,"Comedy,Drama,Romance",40,4,4,75000000,196482882,0,0,0,0
606,329561,tt0343737,movie,The Good Shepherd,The Good Shepherd,0,2006.0,167.0,"Drama,History,Thriller",40,4,4,85000000,59908565,0,0,0,0
607,329642,tt0343818,movie,"I, Robot","I, Robot",0,2004.0,115.0,"Action,Drama,Sci-Fi",40,12,4,120000000,347234916,0,0,0,0
608,329815,tt0343996,movie,The Lost City,The Lost City,0,2005.0,144.0,"Drama,Romance",35,8,4,9600000,4386236,0,0,0,0
609,330873,tt0345074,movie,Connie and Carla,Connie and Carla,0,2004.0,108.0,"Comedy,Crime,Music",40,4,4,20000000,11341016,0,0,0,0
610,331335,tt0345551,movie,Latter Days,Latter Days,0,2003.0,107.0,"Comedy,Drama,Romance",40,4,4,850000,819939,0,0,0,0
611,331723,tt0345950,movie,The SpongeBob SquarePants Movie,The SpongeBob SquarePants Movie,0,2004.0,87.0,"Adventure,Animation,Comedy",40,24,8,30000000,140161792,0,0,0,0
612,331925,tt0346156,movie,Sky Captain and the World of Tomorrow,Sky Captain and the World of Tomorrow,0,2004.0,106.0,"Action,Adventure,Mystery",40,4,4,70000000,57958696,0,0,0,0
613,332246,tt0346491,movie,Alexander,Alexander,0,2004.0,175.0,"Action,Biography,Drama",40,12,4,155000000,167298192,0,0,0,0
614,332514,tt0346765,movie,Cleopatra,Cleopatra,0,2003.0,104.0,"Comedy,Drama",40,8,4,31115000,57750000,0,0,0,0
615,332689,tt0346943,movie,Entourage,Entourage,0,2000.0,95.0,Drama,22,1,1,30000000,49263404,0,0,0,0
616,333304,tt0347573,movie,Most Wanted,Most Wanted,0,2000.0,102.0,"Action,Crime",40,4,4,25000000,11838218,0,0,0,0
617,333706,tt0347989,movie,Shame,Shame,0,2000.0,93.0,Drama,35,4,4,6500000,17693675,0,0,0,0
618,333865,tt0348150,movie,Superman Returns,Superman Returns,0,2006.0,154.0,"Action,Sci-Fi",40,20,4,270000000,391081192,0,0,0,0
619,334042,tt0348333,movie,Waiting...,Waiting...,0,2005.0,94.0,Comedy,40,4,4,3000000,18637690,0,0,0,0
620,334531,tt0348836,movie,Gothika,Gothika,0,2003.0,98.0,"Horror,Mystery,Thriller",39,4,4,40000000,141591324,0,0,0,0
621,334889,tt0349205,movie,Cheaper by the Dozen,Cheaper by the Dozen,0,2003.0,98.0,"Comedy,Family",40,24,4,40000000,190212113,0,0,0,0
622,335139,tt0349467,movie,Freedomland,Freedomland,0,2006.0,113.0,"Crime,Drama,Mystery",40,4,4,37665000,14655628,0,0,0,0
623,335349,tt0349683,movie,King Arthur,King Arthur,0,2004.0,126.0,"Action,Adventure,Drama",40,4,4,120000000,203567857,0,0,0,0
624,335376,tt0349710,movie,Ladder 49,Ladder 49,0,2004.0,115.0,"Action,Drama,Thriller",39,3,4,60000000,74541707,0,0,0,0
625,335488,tt0349825,movie,Miracle,Miracle,0,2004.0,135.0,"Biography,Drama,History",40,4,4,28000000,64445708,0,0,0,0
626,335551,tt0349889,movie,Unstoppable,Unstoppable,0,2004.0,96.0,"Action,Adventure,Drama",39,3,4,100000000,167805466,0,0,0,0
627,335565,tt0349903,movie,Ocean's Twelve,Ocean's Twelve,0,2004.0,125.0,"Crime,Thriller",40,12,4,110000000,362744280,0,0,0,0
628,335689,tt0350028,movie,Raising Helen,Raising Helen,0,2004.0,119.0,"Comedy,Drama,Romance",40,16,4,50000000,49718611,0,0,0,0
629,335912,tt0350258,movie,Ray,Ray,0,2004.0,152.0,"Biography,Drama,Music",40,8,4,40000000,124731534,0,0,0,0
630,335915,tt0350261,movie,An Unfinished Life,An Unfinished Life,0,2005.0,108.0,"Drama,Family,Romance",37,5,4,30000000,18618284,0,0,0,0
631,336922,tt0351283,movie,Madagascar,Madagascar,0,2005.0,86.0,"Adventure,Animation,Comedy",40,16,8,75000000,532680671,0,0,0,0
632,337604,tt0351977,movie,Walking Tall,Walking Tall,0,2004.0,86.0,"Action,Crime",39,20,4,56000000,57223890,0,0,0,0
633,337869,tt0352248,movie,Cinderella Man,Cinderella Man,0,2005.0,144.0,"Biography,Drama,History",39,7,4,88000000,108539911,0,0,0,0
634,340320,tt0354766,movie,Never Die Alone,Never Die Alone,0,2004.0,88.0,"Action,Crime,Drama",36,4,4,3000000,5923000,0,0,0,0
635,340834,tt0355295,movie,The Brothers Grimm,The Brothers Grimm,0,2005.0,118.0,"Action,Adventure,Comedy",38,4,4,88000000,105316267,0,0,0,0
636,341233,tt0355702,movie,Lords of Dogtown,Lords of Dogtown,0,2005.0,107.0,"Biography,Drama,Sport",40,4,4,25000000,13411957,0,0,0,0
637,341671,tt0356150,movie,EuroTrip,EuroTrip,0,2004.0,92.0,Comedy,40,12,12,25000000,20796847,0,0,0,0
638,341985,tt0356470,movie,A Cinderella Story,A Cinderella Story,0,2004.0,95.0,"Comedy,Family,Romance",40,4,4,19000000,70067909,0,0,0,0
639,342090,tt0356577,movie,Elysium,Elysium,0,2003.0,85.0,"Action,Animation,Fantasy",29,6,2,115000000,286140700,0,0,0,0
640,342126,tt0356614,movie,Foolproof,Foolproof,0,2003.0,94.0,"Action,Comedy,Crime",39,4,4,8256269,460978,0,0,0,0
641,342130,tt0356618,movie,The Forgotten,The Forgotten,0,2004.0,91.0,"Drama,Mystery,Sci-Fi",35,4,4,42000000,117575636,0,0,0,0
642,342146,tt0356634,movie,Garfield,Garfield,0,2004.0,80.0,"Animation,Comedy,Family",40,12,4,50000000,200804534,0,0,0,0
643,342416,tt0356910,movie,Mr. & Mrs. Smith,Mr. & Mrs. Smith,0,2005.0,120.0,"Action,Comedy,Crime",40,4,4,110000000,478207520,0,0,0,0
644,342513,tt0357009,movie,Phantom,Phantom,0,2002.0,120.0,"Action,Drama",35,5,4,10000000,1034589,0,0,0,0
645,342612,tt0357110,movie,The Ballad of Jack and Rose,The Ballad of Jack and Rose,0,2005.0,112.0,Drama,40,4,4,1500000,712294,0,0,0,0
646,342629,tt0357127,movie,Salt,Salt,0,2003.0,86.0,Drama,21,4,4,110000000,293329073,0,0,0,0
647,342775,tt0357277,movie,Elektra,Elektra,0,2005.0,97.0,"Action,Adventure,Crime",40,20,4,43000000,56681566,0,0,0,0
648,342907,tt0357413,movie,Anchorman: The Legend of Ron Burgundy,Anchorman: The Legend of Ron Burgundy,0,2004.0,94.0,Comedy,40,8,4,26000000,90574188,0,0,0,0
649,343001,tt0357507,movie,Boogeyman,Boogeyman,0,2005.0,89.0,"Drama,Horror,Mystery",40,12,4,20000000,67192859,0,0,0,0
650,343566,tt0358082,movie,Robots,Robots,0,2005.0,91.0,"Adventure,Animation,Comedy",40,20,8,75000000,260696994,0,0,0,0
651,343752,tt0358273,movie,Walk the Line,Walk the Line,0,2005.0,136.0,"Biography,Drama,Music",40,16,4,28000000,186438883,0,0,0,0
652,343825,tt0358349,movie,Agent Cody Banks 2: Destination London,Agent Cody Banks 2: Destination London,0,2004.0,100.0,"Action,Adventure,Comedy",40,16,4,26000000,28818995,0,0,0,0
653,344477,tt0359013,movie,Blade: Trinity,Blade: Trinity,0,2004.0,113.0,"Action,Adventure,Fantasy",40,12,4,65000000,128905366,0,0,0,0
654,344487,tt0359024,movie,The Box,The Box,0,2003.0,99.0,"Crime,Drama,Thriller",40,4,4,30000000,33333531,0,0,0,0
655,344650,tt0359190,movie,The Drop,The Drop,0,2000.0,87.0,Crime,29,8,4,12600000,18658381,0,0,0,0
656,344879,tt0359423,movie,A Home at the End of the World,A Home at the End of the World,0,2004.0,97.0,"Drama,Romance",40,4,4,6500000,1548955,0,0,0,0
657,344972,tt0359517,movie,Johnson Family Vacation,Johnson Family Vacation,0,2004.0,97.0,Comedy,39,8,4,12000000,31179516,0,0,0,0
658,345398,tt0359950,movie,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,0,2013.0,114.0,"Comedy,Drama,Fantasy",40,8,4,90000000,188133322,0,0,0,0
659,345457,tt0360009,movie,Spartan,Spartan,0,2004.0,106.0,"Action,Crime,Drama",38,4,4,19250000,8112712,0,0,0,0
660,345585,tt0360139,movie,Chasing Liberty,Chasing Liberty,0,2004.0,101.0,"Comedy,Romance",40,8,4,23000000,12,0,0,0,0
661,345646,tt0360201,movie,Wimbledon,Wimbledon,0,2004.0,98.0,"Comedy,Romance,Sport",40,12,4,31000000,41512007,0,0,0,0
662,345764,tt0360323,movie,10th & Wolf,10th & Wolf,0,2006.0,107.0,"Crime,Drama,Thriller",38,8,4,8000000,143451,0,0,0,0
663,345922,tt0360486,movie,Constantine,Constantine,0,2005.0,121.0,"Action,Fantasy,Horror",40,16,4,100000000,230427240,0,0,0,0
664,346040,tt0360607,movie,Going the Distance,Going the Distance,0,2000.0,96.0,"Drama,Family",13,5,4,32000000,42045846,0,0,0,0
665,346148,tt0360717,movie,King Kong,King Kong,0,2005.0,187.0,"Action,Adventure,Drama",40,20,4,231000000,602614445,0,0,0,0
666,346462,tt0361038,movie,Taken,Taken,0,2002.0,72.0,"Drama,Horror,Thriller",28,4,3,25000000,226830568,0,0,0,0
667,346509,tt0361089,movie,Valiant,Valiant,0,2005.0,76.0,"Adventure,Animation,Comedy",37,13,4,35000000,19478106,0,0,0,0
668,346719,tt0361309,movie,We Don't Live Here Anymore,We Don't Live Here Anymore,0,2004.0,101.0,"Drama,Romance",37,8,1,3000000,2037545,0,0,0,0
669,346871,tt0361467,movie,Confessions of a Teenage Drama Queen,Confessions of a Teenage Drama Queen,0,2004.0,89.0,"Comedy,Family,Music",37,5,4,15000000,29331068,0,0,0,0
670,347090,tt0361696,movie,Raise Your Voice,Raise Your Voice,0,2004.0,107.0,"Family,Music,Musical",36,5,4,15000000,14867514,0,0,0,0
671,347140,tt0361748,movie,Inglourious Basterds,Inglourious Basterds,0,2009.0,153.0,"Adventure,Drama,War",36,4,4,70000000,319131050,0,0,0,0
672,347230,tt0361841,movie,Little Black Book,Little Black Book,0,2004.0,107.0,"Comedy,Drama,Romance",40,8,4,35000000,22034832,0,0,0,0
673,347250,tt0361862,movie,The Machinist,The Machinist,0,2004.0,101.0,"Drama,Thriller",40,4,4,5000000,8203235,0,0,0,0
674,347313,tt0361925,movie,Welcome to Mooseport,Welcome to Mooseport,0,2004.0,110.0,"Comedy,Romance",40,8,4,30000000,14000000,0,0,0,0
675,347502,tt0362120,movie,Scary Movie 4,Scary Movie 4,0,2006.0,83.0,"Comedy,Horror",40,36,4,45000000,178262620,0,0,0,0
676,347518,tt0362138,movie,Sex Drive,Sex Drive,0,2003.0,88.0,"Adventure,Comedy",37,0,4,19000000,18755936,0,0,0,0
677,347605,tt0362227,movie,The Terminal,The Terminal,0,2004.0,128.0,"Comedy,Drama,Romance",40,12,4,60000000,219417255,0,0,0,0
678,347647,tt0362270,movie,The Life Aquatic with Steve Zissou,The Life Aquatic with Steve Zissou,0,2004.0,119.0,"Action,Adventure,Comedy",40,8,4,50000000,34808403,0,0,0,0
679,347848,tt0362478,movie,The Box,The Box,0,2009.0,115.0,"Drama,Fantasy,Mystery",40,8,4,30000000,33333531,0,0,0,0
680,347956,tt0362590,movie,Employee of the Month,Employee of the Month,0,2004.0,97.0,"Comedy,Drama",40,8,4,12000000,38368909,0,0,0,0
681,348056,tt0362693,movie,The Grey,The Grey,0,2004.0,86.0,Drama,32,8,4,25000000,77278331,0,0,0,0
682,348881,tt0363547,movie,Dawn of the Dead,Dawn of the Dead,0,2004.0,101.0,"Action,Horror",40,8,4,28650000,157356381,0,0,0,0
683,348921,tt0363589,movie,Elephant,Elephant,0,2003.0,81.0,"Crime,Drama,Thriller",32,4,4,3000000,10012022,0,0,0,0
684,349097,tt0363771,movie,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",0,2005.0,143.0,"Adventure,Family,Fantasy",40,20,4,180000000,748806957,0,0,0,0
685,349307,tt0363988,movie,Secret Window,Secret Window,0,2004.0,96.0,"Drama,Mystery,Thriller",40,8,4,40000000,92913171,0,0,0,0
686,349361,tt0364045,movie,Taking Lives,Taking Lives,0,2004.0,103.0,"Crime,Mystery,Thriller",36,6,4,45000000,65470529,0,0,0,0
687,350058,tt0364751,movie,Without a Paddle,Without a Paddle,0,2004.0,95.0,"Adventure,Comedy,Mystery",37,20,4,19000000,69631118,0,0,0,0
688,350266,tt0364970,movie,Babylon A.D.,Babylon A.D.,0,2008.0,90.0,"Action,Adventure,Sci-Fi",40,16,4,70000000,72108608,0,0,0,0
689,350413,tt0365125,movie,A Dirty Shame,A Dirty Shame,0,2004.0,89.0,Comedy,40,4,4,15000000,1914166,0,0,0,0
690,350751,tt0365485,movie,The Matador,The Matador,0,2005.0,96.0,"Comedy,Crime,Thriller",40,4,4,10000000,17297244,0,0,0,0
691,350994,tt0365737,movie,Syriana,Syriana,0,2005.0,128.0,"Drama,Thriller",40,8,4,50000000,94000000,0,0,0,0
692,351004,tt0365748,movie,Shaun of the Dead,Shaun of the Dead,0,2004.0,99.0,"Comedy,Horror",38,8,4,4000000,30039392,0,0,0,0
693,351081,tt0365830,movie,Tenacious D in the Pick of Destiny,Tenacious D in The Pick of Destiny,0,2006.0,93.0,"Adventure,Comedy,Music",40,12,4,22000000,13405595,0,0,0,0
694,351151,tt0365907,movie,A Walk Among the Tombstones,A Walk Among the Tombstones,0,2014.0,114.0,"Action,Crime,Drama",39,8,4,28000000,53181600,0,0,0,0
695,351172,tt0365929,movie,Whiteout,Whiteout,0,2009.0,101.0,"Action,Crime,Horror",40,22,4,40000000,12206028,0,0,0,0
696,351408,tt0366174,movie,Anacondas: The Hunt for the Blood Orchid,Anacondas: The Hunt for the Blood Orchid,0,2004.0,97.0,"Action,Adventure,Horror",40,28,4,20000000,70992898,0,0,0,0
697,351771,tt0366548,movie,Happy Feet,Happy Feet,0,2006.0,108.0,"Adventure,Animation,Comedy",40,16,12,100000000,384335608,0,0,0,0
698,351774,tt0366551,movie,Harold & Kumar Go to White Castle,Harold & Kumar Go to White Castle,0,2004.0,88.0,"Adventure,Comedy",40,8,4,9000000,23936908,0,0,0,0
699,351844,tt0366627,movie,The Jacket,The Jacket,0,2005.0,103.0,"Drama,Fantasy,Mystery",39,11,4,29000000,21126225,0,0,0,0
700,352225,tt0367027,movie,Shortbus,Shortbus,0,2006.0,101.0,"Comedy,Drama",40,4,4,2000000,5179037,0,0,0,0
701,352280,tt0367085,movie,Soul Plane,Soul Plane,0,2004.0,86.0,Comedy,40,8,4,16000000,14822346,0,0,0,0
702,352284,tt0367089,movie,The Squid and the Whale,The Squid and the Whale,0,2005.0,81.0,"Comedy,Drama",40,4,4,1500000,11098131,0,0,0,0
703,352659,tt0367479,movie,After the Sunset,After the Sunset,0,2004.0,97.0,"Action,Comedy,Crime",40,8,4,60000000,61347797,0,0,0,0
704,352740,tt0367561,movie,Boy,Boy,0,2003.0,75.0,"Comedy,Drama",13,4,4,3,43,0,0,0,0
705,352771,tt0367594,movie,Charlie and the Chocolate Factory,Charlie and the Chocolate Factory,0,2005.0,115.0,"Adventure,Comedy,Family",40,8,4,150000000,474968763,0,0,0,0
706,352825,tt0367652,movie,Deuce Bigalow: European Gigolo,Deuce Bigalow: European Gigolo,0,2005.0,83.0,Comedy,37,16,1,22000000,22400154,0,0,0,0
707,353041,tt0367882,movie,Indiana Jones and the Kingdom of the Crystal Skull,Indiana Jones and the Kingdom of the Crystal Skull,0,2008.0,122.0,"Action,Adventure",40,16,4,185000000,786636033,0,0,0,0
708,353117,tt0367959,movie,Hannibal Rising,Hannibal Rising,0,2007.0,121.0,"Adventure,Crime,Drama",37,4,4,50000000,82169884,0,0,0,0
709,353161,tt0368008,movie,The Manchurian Candidate,The Manchurian Candidate,0,2004.0,129.0,"Drama,Mystery,Sci-Fi",40,16,4,82200000,96105964,0,0,0,0
710,353585,tt0368447,movie,The Village,The Village,0,2004.0,108.0,"Drama,Mystery,Thriller",39,4,4,60000000,256697520,0,0,0,0
711,353697,tt0368563,movie,Possession,Possession,0,2009.0,85.0,"Drama,Horror,Mystery",37,13,8,25000000,10113733,0,0,0,0
712,353712,tt0368578,movie,Are We There Yet?,Are We There Yet?,0,2005.0,95.0,"Adventure,Comedy,Family",40,16,4,32000000,97918663,0,0,0,0
713,353842,tt0368709,movie,Elizabethtown,Elizabethtown,0,2005.0,123.0,"Comedy,Drama,Romance",40,4,4,57000000,52034889,0,0,0,0
