,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,staffExperience,writersExperience,directorsExperience,budget,revenue
2910819,tt1663207,movie,Life of Crime,Life of Crime,0,2013.0,98.0,"Comedy,Crime",40,8,4,12000000,1456675
2911258,tt1663662,movie,Pacific Rim,Pacific Rim,0,2013.0,131.0,"Action,Adventure,Sci-Fi",40,8,4,180000000,407602906
2913690,tt1666172,movie,Robin Hood: Prince of Thieves,Robin Hood: Prince of Thieves,0,2009.0,142.0,"Action,Drama,Thriller",40,8,4,48000000,390493908
2913704,tt1666186,movie,Vampires Suck,Vampires Suck,0,2010.0,82.0,Comedy,39,8,8,20000000,80547866
2914040,tt1666540,movie,A Cry in the Dark,A Cry in the Dark,0,2010.0,105.0,"Drama,Family,Thriller",34,4,4,15000000,6908797
2914778,tt1667310,movie,Deadfall,Deadfall,0,2012.0,95.0,"Crime,Drama,Thriller",40,4,4,12000000,66351
2914819,tt1667353,movie,Mirror Mirror,Mirror Mirror,0,2012.0,106.0,"Adventure,Comedy,Drama",38,12,4,85000000,183018522
2915308,tt1667889,movie,Ice Age: Continental Drift,Ice Age: Continental Drift,0,2012.0,88.0,"Adventure,Animation,Comedy",40,12,8,95000000,877244782
2916986,tt1669617,movie,Home Run,Home Run,0,2010.0,82.0,"Drama,Family,Sport",18,5,1,1200000,2861020
2917695,tt1670345,movie,Now You See Me,Now You See Me,0,2013.0,115.0,"Crime,Mystery,Thriller",40,12,4,75000000,117698894
2918027,tt1670686,movie,No Strings Attached,No Strings Attached,0,2009.0,90.0,Romance,29,21,4,25000000,147780440
2920689,tt1673434,movie,The Twilight Saga: Breaking Dawn - Part 2,The Twilight Saga: Breaking Dawn - Part 2,0,2012.0,115.0,"Adventure,Drama,Fantasy",40,8,4,120000000,829000000
2921971,tt1674771,movie,Entourage,Entourage,0,2015.0,104.0,Comedy,40,8,4,30000000,49263404
2921983,tt1674784,movie,Trespass,Trespass,0,2011.0,91.0,"Crime,Drama,Thriller",39,4,4,36000000,9612469
2922371,tt1675192,movie,Take Shelter,Take Shelter,0,2011.0,121.0,"Drama,Horror,Thriller",37,4,4,5000000,3099314
2924165,tt1677036,movie,The Holiday,The Holiday,0,2010.0,97.0,Drama,16,4,4,85000000,194168700
2929163,tt1682180,movie,Stoker,Stoker,0,2013.0,99.0,"Drama,Mystery,Thriller",40,4,4,12000000,12077441
2929977,tt1683003,movie,The Tempest,The Tempest,0,2010.0,131.0,Drama,40,4,4,20000000,346594
2930851,tt1683919,movie,No Way Out,No Way Out,0,2015.0,79.0,"Action,Drama",40,4,4,15000000,35509515
2931151,tt1684233,movie,Welcome to the Punch,Welcome to the Punch,0,2013.0,99.0,"Action,Crime,Thriller",40,4,4,8500000,9747
2934646,tt1687901,movie,The Awakening,The Awakening,0,2011.0,102.0,"Horror,Thriller",40,8,4,4798235,209696
2937623,tt1690953,movie,Despicable Me 2,Despicable Me 2,0,2013.0,98.0,"Adventure,Animation,Comedy",40,8,8,76000000,970761885
2937811,tt1691149,movie,Saving Grace,Saving Grace,0,2010.0,85.0,"Crime,Drama,Horror",30,5,4,10000000,26330482
2938558,tt1691917,movie,Planes,Planes,0,2013.0,91.0,"Adventure,Animation,Comedy",40,20,4,50000000,219788712
2939098,tt1692486,movie,Carnage,Carnage,0,2011.0,80.0,"Comedy,Drama",40,12,4,25000000,27603069
2940604,tt1694020,movie,The Guilt Trip,The Guilt Trip,0,2012.0,95.0,"Comedy,Drama",37,4,4,40000000,41863726
2945073,tt1698641,movie,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander and the Terrible, Horrible, No Good, Very Bad Day",0,2014.0,81.0,"Comedy,Family",40,8,4,28000000,100654149
2946101,tt1699745,movie,Captive,Captive,0,2012.0,120.0,"Drama,Thriller",34,15,4,2000000,2801508
2947521,tt1701210,movie,Day of the Falcon,Black Gold,0,2011.0,130.0,"Action,Drama,History",40,16,4,40000000,5446000
2948730,tt1702439,movie,Safe Haven,Safe Haven,0,2013.0,115.0,"Drama,Romance,Thriller",37,9,4,28000000,97594140
2950077,tt1703851,movie,Working Girl,Working Girl,0,2010.0,151.0,Drama,7,1,1,28000000,103173635
2952744,tt1706593,movie,Chronicle,Chronicle,0,2012.0,89.0,"Drama,Sci-Fi,Thriller",40,8,4,15000000,145000000
2956407,tt1710396,movie,Joyful Noise,Joyful Noise,0,2012.0,118.0,"Comedy,Drama,Music",40,4,4,25,30
2957385,tt1711425,movie,21 & Over,21 & Over,0,2013.0,93.0,Comedy,39,8,8,13000000,48065672
2958084,tt1712170,movie,Alex Cross,Alex Cross,0,2012.0,101.0,"Action,Crime,Mystery",40,12,4,45000000,30353232
2960065,tt1714203,movie,Piranha 3DD,Piranha 3DD,0,2012.0,83.0,"Comedy,Horror",40,20,4,5000000,8493728
2960068,tt1714206,movie,The Spectacular Now,The Spectacular Now,0,2013.0,95.0,"Comedy,Drama,Romance",37,9,4,2500000,6854611
2960071,tt1714209,movie,In the Land of Blood and Honey,In the Land of Blood and Honey,0,2011.0,127.0,"Drama,Romance,War",40,4,4,10000000,303877
2960072,tt1714210,movie,Weekend,Weekend,0,2011.0,97.0,"Drama,Romance",32,4,4,8000,469947
2962514,tt1716777,movie,People Like Us,People Like Us,0,2012.0,114.0,"Comedy,Drama",40,12,4,16000000,12434778
2964734,tt1719071,movie,Another Happy Day,Another Happy Day,0,2011.0,119.0,"Comedy,Drama",40,4,4,4000000,355688
2968637,tt1723121,movie,We're the Millers,We're the Millers,0,2013.0,110.0,"Comedy,Crime",40,16,4,37000000,269994119
2969301,tt1723811,movie,Shame,Shame,0,2011.0,101.0,Drama,40,12,4,6500000,17693675
2971974,tt1726589,movie,Life Happens,L!fe Happens,0,2011.0,100.0,Comedy,39,8,4,930000,30905
2972052,tt1726669,movie,Killer Joe,Killer Joe,0,2011.0,102.0,"Crime,Drama,Thriller",40,4,4,10000000,3665069
2972743,tt1727388,movie,"The Way, Way Back",The Way Way Back,0,2013.0,103.0,"Comedy,Drama",40,8,8,4600000,23198652
2973115,tt1727776,movie,Scouts Guide to the Zombie Apocalypse,Scouts Guide to the Zombie Apocalypse,0,2015.0,93.0,"Action,Comedy,Horror",40,16,4,15000000,14860766
2973529,tt1728200,movie,The Box,The Box,0,2011.0,89.0,Drama,33,5,4,30000000,33333531
2974282,tt1728973,movie,The Family,The Family,0,2011.0,88.0,"Horror,Thriller",31,4,8,30000000,36894225
2976006,tt1730764,movie,Supernova,Supernova,0,2014.0,90.0,Drama,32,4,4,90000000,14828081
2976375,tt1731141,movie,Ender's Game,Ender's Game,0,2013.0,114.0,"Action,Adventure,Fantasy",39,8,4,110000000,125537191
2976908,tt1731697,movie,The Lords of Salem,The Lords of Salem,0,2012.0,101.0,"Horror,Thriller",39,4,4,1500000,1165882
2980939,tt1735898,movie,Snow White and the Huntsman,Snow White and the Huntsman,0,2012.0,127.0,"Action,Adventure,Drama",40,12,4,170000000,396600000
2982272,tt1737256,movie,The Island,The Island,0,2011.0,95.0,"Drama,Romance",38,4,4,126000000,162949164
2982283,tt1737267,movie,Wanted,Wanted,0,2010.0,110.0,Action,37,10,4,75000075,258270142
2984918,tt1740017,movie,Payback,Payback,0,2010.0,115.0,"Action,Crime,Drama",33,7,4,90000000,161626121
2985673,tt1740794,movie,Last Night,Last Night,0,2010.0,69.0,"Drama,Romance",16,4,4,7000000,7644937
2986135,tt1741273,movie,Secret in Their Eyes,Secret in Their Eyes,0,2015.0,111.0,"Crime,Drama,Mystery",40,12,4,19500000,32189727
2986895,tt1742044,movie,Jersey Boys,Jersey Boys,0,2014.0,134.0,"Biography,Drama,Music",40,8,4,40000000,67347013
2987167,tt1742334,movie,Sabotage,Sabotage,0,2014.0,109.0,"Action,Crime,Drama",40,8,4,35000000,17508518
2987169,tt1742336,movie,Your Sister's Sister,Your Sister's Sister,0,2011.0,90.0,"Comedy,Drama",40,4,4,125000,3200000
2987468,tt1742650,movie,I Don't Know How She Does It,I Don't Know How She Does It,0,2011.0,89.0,"Comedy,Romance",40,8,4,24000000,30551495
2992606,tt1747958,movie,Blood Ties,Blood Ties,0,2013.0,127.0,"Action,Crime,Drama",40,28,4,25500000,2415472
2992765,tt1748122,movie,Moonrise Kingdom,Moonrise Kingdom,0,2012.0,94.0,"Comedy,Drama,Romance",40,8,4,16000000,68263166
2992820,tt1748179,movie,Red Lights,Red Lights,0,2012.0,114.0,"Drama,Fantasy,Horror",36,4,4,14000000,13551174
2998681,tt1754471,movie,Season of the Witch,Season of the Witch,0,2009.0,144.0,Thriller,24,4,4,40000000,88100000
2998995,tt1754798,movie,Twisted,Twisted,0,2006.0,83.0,Horror,22,3,3,50000000,25195000
3000808,tt1756811,movie,The Guardian,The Guardian,0,2011.0,90.0,Drama,14,3,3,70000000,72049619
3001635,tt1757736,movie,Duplicity,Duplicity,0,2011.0,90.0,Thriller,25,4,4,78146652,60000000
3002433,tt1758595,movie,Diana,Diana,0,2013.0,113.0,"Biography,Drama,Romance",39,7,4,15000000,21766271
3002529,tt1758692,movie,Like Crazy,Like Crazy,0,2011.0,86.0,"Drama,Romance",39,8,4,250000,3542353
3002577,tt1758741,movie,People Like Us,People Like Us,0,2010.0,55.0,Drama,20,8,8,16000000,12434778
3002628,tt1758795,movie,The To Do List,The To Do List,0,2013.0,104.0,"Comedy,Romance",40,4,4,1500000,3566225
3002662,tt1758830,movie,This Is 40,This Is 40,0,2012.0,134.0,"Comedy,Romance",40,4,4,35000000,88058786
3006791,tt1763264,movie,No One Lives,No One Lives,0,2012.0,86.0,"Horror,Thriller",39,4,4,2900000,74918
3007603,tt1764183,movie,Arbitrage,Arbitrage,0,2012.0,107.0,"Drama,Thriller",40,4,4,12000000,35485056
3007652,tt1764234,movie,Killing Them Softly,Killing Them Softly,0,2012.0,97.0,"Crime,Drama,Thriller",39,7,4,15000000,37930465
3008055,tt1764651,movie,The Expendables 2,The Expendables 2,0,2012.0,103.0,"Action,Adventure,Thriller",39,19,4,100000000,312573423
3010555,tt1767382,movie,Silent House,Silent House,0,2011.0,86.0,"Drama,Horror,Mystery",40,12,8,2000000,13101672
3013591,tt1770734,movie,Shadow Dancer,Shadow Dancer,0,2012.0,101.0,"Drama,Thriller",40,4,4,6300000,419953
3014975,tt1772240,movie,Apollo 18,Apollo 18,0,2011.0,86.0,"Horror,Mystery,Sci-Fi",40,8,4,5000000,25562924
3015019,tt1772288,movie,Danny Collins,Danny Collins,0,2015.0,106.0,"Biography,Comedy,Drama",37,4,4,10000000,10835752
3015071,tt1772341,movie,Wreck-It Ralph,Wreck-It Ralph,0,2012.0,101.0,"Adventure,Animation,Comedy",40,16,4,165000000,471222889
3020772,tt1778304,movie,Paranormal Activity 3,Paranormal Activity 3,0,2011.0,83.0,"Horror,Mystery,Thriller",40,8,8,5000000,205703818
3024057,tt1781769,movie,Anna Karenina,Anna Karenina,0,2012.0,129.0,"Drama,Romance",40,8,4,35000000,69720980
3024205,tt1781922,movie,No Escape,No Escape,0,2015.0,103.0,"Action,Thriller",40,8,4,25000000,54418872
3029815,tt1787759,movie,Tyler Perry's Madea's Big Happy Family,Madea's Big Happy Family,0,2011.0,106.0,"Comedy,Drama",40,4,4,25000000,53213633
3029926,tt1787871,movie,Home,Home,0,2007.0,57.0,Sport,13,0,4,135000000,368871007
3030419,tt1788391,movie,Kill List,Kill List,0,2011.0,95.0,"Action,Crime,Drama",37,8,4,500000,171760
3032681,tt1790864,movie,The Maze Runner,The Maze Runner,0,2014.0,113.0,"Action,Mystery,Sci-Fi",40,16,4,34000000,348319861
3032701,tt1790885,movie,Zero Dark Thirty,Zero Dark Thirty,0,2012.0,157.0,"Drama,History,Thriller",40,4,4,40000000,132820716
3033213,tt1791528,movie,Inherent Vice,Inherent Vice,0,2014.0,148.0,"Comedy,Crime,Drama",40,8,4,20000000,11110975
3033356,tt1791679,movie,Weekend,Weekend,0,2011.0,121.0,"Action,Comedy,Crime",31,1,4,8000,469947
3033359,tt1791682,movie,While We're Young,While We're Young,0,2014.0,97.0,"Comedy,Drama,Mystery",40,12,4,10000000,7587485
3039676,tt1798684,movie,Southpaw,Southpaw,0,2015.0,124.0,"Action,Drama,Sport",40,4,4,30000000,91709827
3039701,tt1798709,movie,Her,Her,0,2013.0,126.0,"Drama,Romance,Sci-Fi",40,4,4,23000000,47351251
3041099,tt1800241,movie,American Hustle,American Hustle,0,2013.0,138.0,"Crime,Drama",40,8,4,40000000,251171807
3041104,tt1800246,movie,That Awkward Moment,That Awkward Moment,0,2014.0,94.0,"Comedy,Romance",38,2,2,8000000,26049082
3041568,tt1800741,movie,Step Up Revolution,Step Up Revolution,0,2012.0,99.0,"Drama,Music,Romance",36,5,4,33000000,140470746
3046031,tt1805319,movie,Mama,Mama,0,2010.0,50.0,Drama,34,8,8,15000000,146497771
3047658,tt1807022,movie,Super,Super,0,2010.0,140.0,Drama,32,4,4,2500000,324138
3049956,tt1809398,movie,Unbroken,Unbroken,0,2014.0,137.0,"Biography,Drama,Sport",40,20,4,65000000,163442937
3051047,tt1810549,movie,Buried,Buried,0,2007.0,59.0,"Drama,Mystery",25,4,4,1987650,19152480
3051177,tt1810683,movie,Little Boy,Little Boy,0,2015.0,106.0,"Drama,History,War",35,6,2,20000000,6420319
3054941,tt1814621,movie,Admission,Admission,0,2013.0,107.0,"Comedy,Drama,Romance",38,6,4,13000000,18000000
3056132,tt1815862,movie,After Earth,After Earth,0,2013.0,100.0,"Action,Adventure,Sci-Fi",40,12,4,130000000,243843127
3057484,tt1817273,movie,The Place Beyond the Pines,The Place Beyond the Pines,0,2012.0,140.0,"Crime,Drama,Thriller",38,12,4,15000000,35485608
3057890,tt1817722,movie,Most Wanted,Most Wanted,0,2011.0,154.0,Action,39,11,4,25000000,11838218
3061370,tt1821373,movie,Cocktail,Cocktail,0,2010.0,111.0,"Drama,Musical,Thriller",35,7,4,20000000,171504781
3061541,tt1821549,movie,Nebraska,Nebraska,0,2013.0,115.0,"Adventure,Comedy,Drama",40,4,4,12000000,17654912
3061584,tt1821593,movie,Bullhead,Rundskop,0,2011.0,129.0,"Crime,Drama",40,4,4,2000000,42070
3061669,tt1821682,movie,Traffic,Traffic,0,2011.0,122.0,"Action,Adventure,Mystery",40,8,4,48000000,207515725
3063590,tt1823664,movie,Annie,Annie,0,2014.0,118.0,"Comedy,Drama,Family",39,16,4,115000000,190880819
3063598,tt1823672,movie,Chappie,Chappie,0,2015.0,120.0,"Action,Crime,Drama",40,8,4,49000000,102069268
3065022,tt1825157,movie,The Double,The Double,0,2013.0,93.0,"Comedy,Drama,Mystery",40,12,4,17000000,3896638
3065634,tt1825801,movie,Hostel,Hostel,0,2011.0,111.0,"Action,Crime,Drama",38,8,4,4800000,80578934
3065806,tt1825978,movie,The Artist,The Artist,0,2011.0,100.0,Thriller,14,4,4,15000000,133432856
3066401,tt1826590,movie,About Last Night,About Last Night,0,2014.0,100.0,"Comedy,Romance",40,16,4,12500000,49002684
3066667,tt1826861,movie,Soldier,Soldier,0,2010.0,90.0,Drama,16,3,3,75000000,14567883
3068084,tt1828325,movie,The Gambler,The Gambler,0,2015.0,105.0,Drama,36,8,4,25000000,39171130
3068676,tt1828959,movie,Make Your Move,Make Your Move,0,2013.0,110.0,"Drama,Musical,Romance",40,4,4,15,122
3071443,tt1831825,movie,Wanted,Wanted,0,2011.0,160.0,"Action,Drama",37,8,4,75000075,258270142
3076229,tt1836808,movie,Great Expectations,Great Expectations,0,2012.0,128.0,"Drama,Romance",37,8,4,25000000,55752722
3077096,tt1837703,movie,The Fifth Estate,The Fifth Estate,0,2013.0,128.0,"Biography,Crime,Drama",40,16,4,28000000,8555008
3077102,tt1837709,movie,Winter's Tale,Winter's Tale,0,2014.0,118.0,"Drama,Fantasy,Mystery",37,5,4,60000000,30800231
3078945,tt1839642,movie,The Face of Love,The Face of Love,0,2013.0,92.0,"Drama,Mystery,Romance",40,8,4,4000000,350006
3079592,tt1840309,movie,Divergent,Divergent,0,2014.0,139.0,"Action,Adventure,Mystery",40,12,4,85000000,288747895
3079696,tt1840417,movie,The Words,The Words,0,2012.0,102.0,"Drama,Mystery,Romance",40,8,8,6000000,13231461
3080864,tt1841642,movie,Demonic,Demonic,0,2015.0,83.0,"Horror,Mystery,Thriller",39,11,4,3000000,3387000
3083030,tt1843866,movie,Captain America: The Winter Soldier,Captain America: The Winter Soldier,0,2014.0,136.0,"Action,Adventure,Sci-Fi",40,25,8,170000000,714766572
3083066,tt1843902,movie,Dinosaur,Dinosaur,0,2011.0,77.0,Animation,28,0,8,127500000,354248063
3087769,tt1848834,movie,Crossroads,Crossroads,0,2015.0,87.0,"Action,Crime,Drama",28,3,3,12000000,66879982
3089341,tt1850457,movie,Sisters,Sisters,0,2015.0,118.0,Comedy,40,4,4,30500000,105011053
3090958,tt1852114,movie,The Jonas Project,Sweetwater,0,2012.0,109.0,Drama,38,4,4,7000000,6147
3091597,tt1852770,movie,Dracula 3D,Dracula 3D,0,2012.0,110.0,"Drama,Horror,Romance",40,20,4,5600000,8139
3092531,tt1853728,movie,Django Unchained,Django Unchained,0,2012.0,165.0,"Drama,Western",40,4,4,100000000,425368238
